task_id	state_id	ph	nacl_mM	concentration_mg_ml	seed	output_dir	state_config	md_config	expected_state_model_id
172	pH4p5_nacl300_c2_seed20260813	4.5	300.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl300_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
173	pH4p5_nacl300_c5_seed20260813	4.5	300.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl300_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
174	pH4p5_nacl300_c10_seed20260813	4.5	300.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl300_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
175	pH4p5_nacl300_c20_seed20260813	4.5	300.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl300_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
176	pH4p5_nacl400_c0p1_seed20260813	4.5	400.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
177	pH4p5_nacl400_c0p2_seed20260813	4.5	400.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
178	pH4p5_nacl400_c0p5_seed20260813	4.5	400.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
179	pH4p5_nacl400_c1_seed20260813	4.5	400.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
180	pH4p5_nacl400_c2_seed20260813	4.5	400.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
181	pH4p5_nacl400_c5_seed20260813	4.5	400.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
182	pH4p5_nacl400_c10_seed20260813	4.5	400.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
183	pH4p5_nacl400_c20_seed20260813	4.5	400.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl400_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
184	pH4p5_nacl500_c0p1_seed20260813	4.5	500.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
185	pH4p5_nacl500_c0p2_seed20260813	4.5	500.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
186	pH4p5_nacl500_c0p5_seed20260813	4.5	500.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
187	pH4p5_nacl500_c1_seed20260813	4.5	500.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
188	pH4p5_nacl500_c2_seed20260813	4.5	500.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
189	pH4p5_nacl500_c5_seed20260813	4.5	500.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
190	pH4p5_nacl500_c10_seed20260813	4.5	500.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
191	pH4p5_nacl500_c20_seed20260813	4.5	500.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p5_nacl500_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
192	pH4p8852_nacl0_c0p1_seed20260813	4.8852	0.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
193	pH4p8852_nacl0_c0p2_seed20260813	4.8852	0.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
194	pH4p8852_nacl0_c0p5_seed20260813	4.8852	0.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
195	pH4p8852_nacl0_c1_seed20260813	4.8852	0.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
196	pH4p8852_nacl0_c2_seed20260813	4.8852	0.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
197	pH4p8852_nacl0_c5_seed20260813	4.8852	0.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
198	pH4p8852_nacl0_c10_seed20260813	4.8852	0.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
199	pH4p8852_nacl0_c20_seed20260813	4.8852	0.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl0_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
200	pH4p8852_nacl25_c0p1_seed20260813	4.8852	25.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
201	pH4p8852_nacl25_c0p2_seed20260813	4.8852	25.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
202	pH4p8852_nacl25_c0p5_seed20260813	4.8852	25.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
203	pH4p8852_nacl25_c1_seed20260813	4.8852	25.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
204	pH4p8852_nacl25_c2_seed20260813	4.8852	25.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
205	pH4p8852_nacl25_c5_seed20260813	4.8852	25.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
206	pH4p8852_nacl25_c10_seed20260813	4.8852	25.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
207	pH4p8852_nacl25_c20_seed20260813	4.8852	25.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl25_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
208	pH4p8852_nacl50_c0p1_seed20260813	4.8852	50.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
209	pH4p8852_nacl50_c0p2_seed20260813	4.8852	50.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
210	pH4p8852_nacl50_c0p5_seed20260813	4.8852	50.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
211	pH4p8852_nacl50_c1_seed20260813	4.8852	50.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
212	pH4p8852_nacl50_c2_seed20260813	4.8852	50.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
213	pH4p8852_nacl50_c5_seed20260813	4.8852	50.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
214	pH4p8852_nacl50_c10_seed20260813	4.8852	50.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
215	pH4p8852_nacl50_c20_seed20260813	4.8852	50.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl50_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
216	pH4p8852_nacl100_c0p1_seed20260813	4.8852	100.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
217	pH4p8852_nacl100_c0p2_seed20260813	4.8852	100.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
218	pH4p8852_nacl100_c0p5_seed20260813	4.8852	100.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
219	pH4p8852_nacl100_c1_seed20260813	4.8852	100.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
220	pH4p8852_nacl100_c2_seed20260813	4.8852	100.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
221	pH4p8852_nacl100_c5_seed20260813	4.8852	100.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
222	pH4p8852_nacl100_c10_seed20260813	4.8852	100.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
223	pH4p8852_nacl100_c20_seed20260813	4.8852	100.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl100_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
224	pH4p8852_nacl200_c0p1_seed20260813	4.8852	200.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
225	pH4p8852_nacl200_c0p2_seed20260813	4.8852	200.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
226	pH4p8852_nacl200_c0p5_seed20260813	4.8852	200.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
227	pH4p8852_nacl200_c1_seed20260813	4.8852	200.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
228	pH4p8852_nacl200_c2_seed20260813	4.8852	200.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
229	pH4p8852_nacl200_c5_seed20260813	4.8852	200.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
230	pH4p8852_nacl200_c10_seed20260813	4.8852	200.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
231	pH4p8852_nacl200_c20_seed20260813	4.8852	200.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl200_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
232	pH4p8852_nacl300_c0p1_seed20260813	4.8852	300.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
233	pH4p8852_nacl300_c0p2_seed20260813	4.8852	300.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
234	pH4p8852_nacl300_c0p5_seed20260813	4.8852	300.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
235	pH4p8852_nacl300_c1_seed20260813	4.8852	300.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
236	pH4p8852_nacl300_c2_seed20260813	4.8852	300.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
237	pH4p8852_nacl300_c5_seed20260813	4.8852	300.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
238	pH4p8852_nacl300_c10_seed20260813	4.8852	300.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
239	pH4p8852_nacl300_c20_seed20260813	4.8852	300.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl300_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
240	pH4p8852_nacl400_c0p1_seed20260813	4.8852	400.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
241	pH4p8852_nacl400_c0p2_seed20260813	4.8852	400.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
242	pH4p8852_nacl400_c0p5_seed20260813	4.8852	400.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
243	pH4p8852_nacl400_c1_seed20260813	4.8852	400.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
244	pH4p8852_nacl400_c2_seed20260813	4.8852	400.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
245	pH4p8852_nacl400_c5_seed20260813	4.8852	400.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
246	pH4p8852_nacl400_c10_seed20260813	4.8852	400.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
247	pH4p8852_nacl400_c20_seed20260813	4.8852	400.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl400_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
248	pH4p8852_nacl500_c0p1_seed20260813	4.8852	500.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
249	pH4p8852_nacl500_c0p2_seed20260813	4.8852	500.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
250	pH4p8852_nacl500_c0p5_seed20260813	4.8852	500.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
251	pH4p8852_nacl500_c1_seed20260813	4.8852	500.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
252	pH4p8852_nacl500_c2_seed20260813	4.8852	500.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
253	pH4p8852_nacl500_c5_seed20260813	4.8852	500.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
254	pH4p8852_nacl500_c10_seed20260813	4.8852	500.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
255	pH4p8852_nacl500_c20_seed20260813	4.8852	500.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH4p8852_nacl500_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
256	pH5p5_nacl0_c0p1_seed20260813	5.5	0.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
257	pH5p5_nacl0_c0p2_seed20260813	5.5	0.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
258	pH5p5_nacl0_c0p5_seed20260813	5.5	0.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
259	pH5p5_nacl0_c1_seed20260813	5.5	0.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
260	pH5p5_nacl0_c2_seed20260813	5.5	0.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
261	pH5p5_nacl0_c5_seed20260813	5.5	0.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
262	pH5p5_nacl0_c10_seed20260813	5.5	0.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
263	pH5p5_nacl0_c20_seed20260813	5.5	0.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl0_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
264	pH5p5_nacl25_c0p1_seed20260813	5.5	25.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
265	pH5p5_nacl25_c0p2_seed20260813	5.5	25.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
266	pH5p5_nacl25_c0p5_seed20260813	5.5	25.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
267	pH5p5_nacl25_c1_seed20260813	5.5	25.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
268	pH5p5_nacl25_c2_seed20260813	5.5	25.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
269	pH5p5_nacl25_c5_seed20260813	5.5	25.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
270	pH5p5_nacl25_c10_seed20260813	5.5	25.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
271	pH5p5_nacl25_c20_seed20260813	5.5	25.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl25_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
272	pH5p5_nacl50_c0p1_seed20260813	5.5	50.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
273	pH5p5_nacl50_c0p2_seed20260813	5.5	50.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
274	pH5p5_nacl50_c0p5_seed20260813	5.5	50.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
275	pH5p5_nacl50_c1_seed20260813	5.5	50.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
276	pH5p5_nacl50_c2_seed20260813	5.5	50.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH5p5_nacl50_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
