task_id	state_id	ph	nacl_mM	concentration_mg_ml	seed	output_dir	state_config	md_config	expected_state_model_id
385	pH9_nacl0_c0p2_seed20260813	9.0	0.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
386	pH9_nacl0_c0p5_seed20260813	9.0	0.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
387	pH9_nacl0_c1_seed20260813	9.0	0.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
388	pH9_nacl0_c2_seed20260813	9.0	0.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
389	pH9_nacl0_c5_seed20260813	9.0	0.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
390	pH9_nacl0_c10_seed20260813	9.0	0.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
391	pH9_nacl0_c20_seed20260813	9.0	0.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl0_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
392	pH9_nacl25_c0p1_seed20260813	9.0	25.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
393	pH9_nacl25_c0p2_seed20260813	9.0	25.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
394	pH9_nacl25_c0p5_seed20260813	9.0	25.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
395	pH9_nacl25_c1_seed20260813	9.0	25.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
396	pH9_nacl25_c2_seed20260813	9.0	25.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
397	pH9_nacl25_c5_seed20260813	9.0	25.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
398	pH9_nacl25_c10_seed20260813	9.0	25.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
399	pH9_nacl25_c20_seed20260813	9.0	25.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl25_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
400	pH9_nacl50_c0p1_seed20260813	9.0	50.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
401	pH9_nacl50_c0p2_seed20260813	9.0	50.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
402	pH9_nacl50_c0p5_seed20260813	9.0	50.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
403	pH9_nacl50_c1_seed20260813	9.0	50.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
404	pH9_nacl50_c2_seed20260813	9.0	50.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
405	pH9_nacl50_c5_seed20260813	9.0	50.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
406	pH9_nacl50_c10_seed20260813	9.0	50.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
407	pH9_nacl50_c20_seed20260813	9.0	50.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl50_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
408	pH9_nacl100_c0p1_seed20260813	9.0	100.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
409	pH9_nacl100_c0p2_seed20260813	9.0	100.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
410	pH9_nacl100_c0p5_seed20260813	9.0	100.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
411	pH9_nacl100_c1_seed20260813	9.0	100.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
412	pH9_nacl100_c2_seed20260813	9.0	100.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
413	pH9_nacl100_c5_seed20260813	9.0	100.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
414	pH9_nacl100_c10_seed20260813	9.0	100.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
415	pH9_nacl100_c20_seed20260813	9.0	100.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl100_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
416	pH9_nacl200_c0p1_seed20260813	9.0	200.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
417	pH9_nacl200_c0p2_seed20260813	9.0	200.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
418	pH9_nacl200_c0p5_seed20260813	9.0	200.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
419	pH9_nacl200_c1_seed20260813	9.0	200.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
420	pH9_nacl200_c2_seed20260813	9.0	200.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
421	pH9_nacl200_c5_seed20260813	9.0	200.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
422	pH9_nacl200_c10_seed20260813	9.0	200.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
423	pH9_nacl200_c20_seed20260813	9.0	200.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl200_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
424	pH9_nacl300_c0p1_seed20260813	9.0	300.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
425	pH9_nacl300_c0p2_seed20260813	9.0	300.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
426	pH9_nacl300_c0p5_seed20260813	9.0	300.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
427	pH9_nacl300_c1_seed20260813	9.0	300.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
428	pH9_nacl300_c2_seed20260813	9.0	300.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
429	pH9_nacl300_c5_seed20260813	9.0	300.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
430	pH9_nacl300_c10_seed20260813	9.0	300.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
431	pH9_nacl300_c20_seed20260813	9.0	300.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl300_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
432	pH9_nacl400_c0p1_seed20260813	9.0	400.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
433	pH9_nacl400_c0p2_seed20260813	9.0	400.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
434	pH9_nacl400_c0p5_seed20260813	9.0	400.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
435	pH9_nacl400_c1_seed20260813	9.0	400.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
436	pH9_nacl400_c2_seed20260813	9.0	400.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
437	pH9_nacl400_c5_seed20260813	9.0	400.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
438	pH9_nacl400_c10_seed20260813	9.0	400.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
439	pH9_nacl400_c20_seed20260813	9.0	400.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl400_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
440	pH9_nacl500_c0p1_seed20260813	9.0	500.0	0.1	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c0p1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
441	pH9_nacl500_c0p2_seed20260813	9.0	500.0	0.2	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c0p2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
442	pH9_nacl500_c0p5_seed20260813	9.0	500.0	0.5	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c0p5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
443	pH9_nacl500_c1_seed20260813	9.0	500.0	1.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c1_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
444	pH9_nacl500_c2_seed20260813	9.0	500.0	2.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c2_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
445	pH9_nacl500_c5_seed20260813	9.0	500.0	5.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c5_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
446	pH9_nacl500_c10_seed20260813	9.0	500.0	10.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c10_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
447	pH9_nacl500_c20_seed20260813	9.0	500.0	20.0	20260813	results/refcba_full_grid_v3/coarse/pH9_nacl500_c20_seed20260813	configs/refcba_state_model.yaml	configs/refcba_md.yaml	huang_anchored_refcba_gouy_chapman_salt_v3
